school,conf,rk,w,l,wl,srs,sos,pts_for,pts_vs,pts_total,ap_pre,ap_high,ap_final,pts_diff,ncaa_result,ncaa_numeric,season,coaches,year
missouri,Big 8,31,24.0,10.0,0.706,11.32,6.38,NA,NA,NA,30.0,14.0,14.0,NA,Lost First Round,1.0,1986-87,Norm Stewart (24-10),1986.0
missouri,Big 8,32,21.0,14.0,0.6,12.58,8.55,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1985-86,Norm Stewart (21-14),1985.0
missouri,Big 8,33,18.0,14.0,0.563,6.41,5.68,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1984-85,Norm Stewart (18-14),1984.0
missouri,Big 8,34,16.0,14.0,0.533,8.02,7.39,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1983-84,Norm Stewart (16-14),1983.0
missouri,Big 8,35,26.0,8.0,0.765,15.67,6.79,NA,NA,NA,15.0,6.0,10.0,NA,Lost Second Round,2.0,1982-83,Norm Stewart (26-8),1982.0
missouri,Big 8,36,27.0,4.0,0.871,18.07,6.74,NA,NA,NA,15.0,1.0,5.0,NA,Lost Regional Semifinal,8.0,1981-82,Norm Stewart (27-4),1981.0
missouri,Big 8,37,22.0,10.0,0.688,10.94,4.68,NA,NA,NA,11.0,11.0,30.0,NA,Lost First Round,1.0,1980-81,Norm Stewart (22-10),1980.0
missouri,Big 8,38,25.0,6.0,0.806,12.82,3.54,NA,NA,NA,30.0,10.0,16.0,NA,Lost Regional Semifinal,8.0,1979-80,Norm Stewart (25-6),1979.0
missouri,Big 8,39,13.0,15.0,0.464,2.61,4.2,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1978-79,Norm Stewart (13-15),1978.0
missouri,Big 8,40,14.0,16.0,0.467,3.51,6.18,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1977-78,Norm Stewart (14-16),1977.0
missouri,Big 8,41,21.0,8.0,0.724,11.07,4.68,NA,NA,NA,20.0,20.0,30.0,NA,NA,0.0,1976-77,Norm Stewart (21-8),1976.0
missouri,Big 8,42,26.0,5.0,0.839,12.35,2.17,NA,NA,NA,30.0,10.0,14.0,NA,Lost Regional Final,16.0,1975-76,Norm Stewart (26-5),1975.0
missouri,Big 8,43,18.0,9.0,0.667,4.65,1.18,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1974-75,Norm Stewart (18-9),1974.0
missouri,Big 8,44,12.0,14.0,0.462,3.06,4.6,NA,NA,NA,30.0,18.0,30.0,NA,NA,0.0,1973-74,Norm Stewart (12-14),1973.0
missouri,Big 8,45,21.0,6.0,0.778,7.48,2.12,NA,NA,NA,30.0,5.0,15.0,NA,NA,0.0,1972-73,Norm Stewart (21-6),1972.0
missouri,Big 8,46,21.0,6.0,0.778,9.76,1.99,NA,NA,NA,30.0,14.0,30.0,NA,NA,0.0,1971-72,Norm Stewart (21-6),1971.0
missouri,Big 8,47,17.0,9.0,0.654,2.72,3.28,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1970-71,Norm Stewart (17-9),1970.0
missouri,Big 8,48,15.0,11.0,0.577,5.1,3.98,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1969-70,Norm Stewart (15-11),1969.0
missouri,Big 8,49,14.0,11.0,0.56,4.74,2.04,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1968-69,Norm Stewart (14-11),1968.0
missouri,Big 8,50,10.0,16.0,0.385,1.19,2.03,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1967-68,Norm Stewart (10-16),1967.0
missouri,Big 8,51,3.0,22.0,0.12,-7.33,2.51,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1966-67,Bob Vanatta (3-22),1966.0
missouri,Big 8,52,3.0,21.0,0.125,-10.38,3.62,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1965-66,Bob Vanatta (3-21),1965.0
missouri,Big 8,53,13.0,11.0,0.542,3.68,4.64,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1964-65,Bob Vanatta (13-11),1964.0
missouri,Big 8,54,13.0,11.0,0.542,2.44,4.62,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1963-64,Bob Vanatta (13-11),1963.0
missouri,Big 8,55,10.0,15.0,0.4,0.61,5.53,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1962-63,Bob Vanatta (10-15),1962.0
missouri,Big 8,56,9.0,16.0,0.36,3.69,4.43,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1961-62,Sparky Stalcup (9-16),1961.0
missouri,Big 8,57,11.0,13.0,0.458,2.1,6.06,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1960-61,Sparky Stalcup (11-13),1960.0
missouri,Big 8,58,12.0,13.0,0.48,3.18,4.02,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1959-60,Sparky Stalcup (12-13),1959.0
missouri,Big 8,59,6.0,19.0,0.24,-2.4,3.96,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1958-59,Sparky Stalcup (6-19),1958.0
missouri,Big 8,60,9.0,13.0,0.409,1.95,6.25,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1957-58,Sparky Stalcup (9-13),1957.0
missouri,Big 7,61,10.0,13.0,0.435,8.11,7.88,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1956-57,Sparky Stalcup (10-13),1956.0
missouri,Big 7,62,15.0,7.0,0.682,11.88,5.65,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1955-56,Sparky Stalcup (15-7),1955.0
missouri,Big 7,63,16.0,5.0,0.762,12.14,5.09,NA,NA,NA,30.0,6.0,30.0,NA,NA,0.0,1954-55,Sparky Stalcup (16-5),1954.0
missouri,Big 7,64,11.0,10.0,0.524,7.19,3.39,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1953-54,Sparky Stalcup (11-10),1953.0
missouri,Big 7,65,11.0,9.0,0.55,5.67,6.62,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1952-53,Sparky Stalcup (11-9),1952.0
missouri,Big 7,66,14.0,10.0,0.583,4.21,3.78,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1951-52,Sparky Stalcup (14-10),1951.0
missouri,Big 7,67,16.0,8.0,0.667,8.18,4.57,NA,NA,NA,30.0,8.0,30.0,NA,NA,0.0,1950-51,Sparky Stalcup (16-8),1950.0
missouri,Big 7,68,14.0,10.0,0.583,7.63,4.67,NA,NA,NA,30.0,12.0,30.0,NA,NA,0.0,1949-50,Sparky Stalcup (14-10),1949.0
missouri,Big 7,69,11.0,13.0,0.458,NA,NA,44.3,45.5,89.8,30.0,30.0,30.0,-1.2000000000000028,NA,0.0,1948-49,Sparky Stalcup (11-13),1948.0
missouri,Big 7,70,14.0,10.0,0.583,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1947-48,Sparky Stalcup (14-10),1947.0
missouri,Big 6,71,15.0,10.0,0.6,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1946-47,Sparky Stalcup (15-10),1946.0
missouri,Big 6,72,6.0,11.0,0.353,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1945-46,George Edwards (6-11),1945.0
missouri,Big 6,73,8.0,10.0,0.444,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1944-45,George Edwards (8-10),1944.0
missouri,Big 6,74,10.0,9.0,0.526,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,Lost Regional Semifinal,8.0,1943-44,George Edwards (10-9),1943.0
missouri,Big 6,75,7.0,10.0,0.412,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1942-43,George Edwards (7-10),1942.0
missouri,Big 6,76,6.0,12.0,0.333,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1941-42,George Edwards (6-12),1941.0
missouri,Big 6,77,6.0,10.0,0.375,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1940-41,George Edwards (6-10),1940.0
missouri,Big 6,78,13.0,6.0,0.684,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1939-40,George Edwards (13-6),1939.0
missouri,Big 6,79,12.0,6.0,0.667,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1938-39,George Edwards (12-6),1938.0
missouri,Big 6,80,9.0,9.0,0.5,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1937-38,George Edwards (9-9),1937.0
missouri,Big 6,81,7.0,9.0,0.438,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1936-37,George Edwards (7-9),1936.0
missouri,Big 6,82,5.0,12.0,0.294,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1935-36,George Edwards (5-12),1935.0
missouri,Big 6,83,7.0,11.0,0.389,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1934-35,George Edwards (7-11),1934.0
missouri,Big 6,84,10.0,8.0,0.556,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1933-34,George Edwards (10-8),1933.0
missouri,Big 6,85,10.0,8.0,0.556,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1932-33,George Edwards (10-8),1932.0
missouri,Big 6,86,9.0,9.0,0.5,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1931-32,George Edwards (9-9),1931.0
missouri,Big 6,87,8.0,9.0,0.471,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1930-31,George Edwards (8-9),1930.0
missouri,Big 6,88,15.0,3.0,0.833,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1929-30,George Edwards (15-3),1929.0
missouri,Big 6,89,11.0,7.0,0.611,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1928-29,George Edwards (11-7),1928.0
missouri,MVC,90,13.0,5.0,0.722,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1927-28,George Edwards (13-5),1927.0
missouri,MVC,91,9.0,8.0,0.529,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1926-27,George Edwards (9-8),1926.0
missouri,MVC,92,8.0,10.0,0.444,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1925-26,George Bond (8-10),1925.0
missouri,MVC,93,7.0,11.0,0.389,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1924-25,George Bond (7-11),1924.0
missouri,MVC,94,4.0,14.0,0.222,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1923-24,George Bond (4-14),1923.0
missouri,MVC,95,15.0,3.0,0.833,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1922-23,George Bond (15-3),1922.0
missouri,MVC,96,16.0,1.0,0.941,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1921-22,Craig Ruby (16-1),1921.0
missouri,MVC,97,17.0,1.0,0.944,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1920-21,Craig Ruby (17-1),1920.0
missouri,MVC,98,17.0,1.0,0.944,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1919-20,Doc Meanwell (17-1),1919.0
missouri,MVC,99,14.0,3.0,0.824,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1918-19,John Miller (14-3),1918.0
missouri,MVC,100,17.0,1.0,0.944,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1917-18,Doc Meanwell (17-1),1917.0
missouri,MVC,101,12.0,4.0,0.75,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1916-17,John Miller (12-4),1916.0
missouri,MVC,102,13.0,3.0,0.813,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1915-16,Eugene Van Gent (13-3),1915.0
missouri,MVC,103,8.0,6.0,0.571,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1914-15,Eugene Van Gent (8-6),1914.0
missouri,MVC,104,4.0,12.0,0.25,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1913-14,O.F. Field (4-12),1913.0
missouri,MVC,105,13.0,5.0,0.722,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1912-13,O.F. Field (13-5),1912.0
missouri,MVC,106,5.0,10.0,0.333,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1911-12,O.F. Field (5-10),1911.0
missouri,MVC,107,5.0,7.0,0.417,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1910-11,Chester Brewer (5-7),1910.0
missouri,MVC,108,8.0,10.0,0.444,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1909-10,Guy Lowman (8-10),1909.0
missouri,MVC,109,11.0,5.0,0.688,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1908-09,Guy Lowman (11-5),1908.0
missouri,MVC,110,8.0,10.0,0.444,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1907-08,A.M. Ebright (8-10),1907.0
missouri,Ind,111,10.0,6.0,0.625,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1906-07,Isadore Anderson (10-6),1906.0
missouri-kansas-city,WAC,1,17.0,16.0,0.515,-5.4,-1.27,76.9,78.8,155.7,30.0,30.0,30.0,-1.8999999999999915,NA,0.0,2016-17,Kareem Richardson (17-16),2016.0
missouri-kansas-city,WAC,2,12.0,19.0,0.387,-6.31,-2.24,69.4,72.3,141.7,30.0,30.0,30.0,-2.8999999999999915,NA,0.0,2015-16,Kareem Richardson (12-19),2015.0
missouri-kansas-city,WAC,3,14.0,19.0,0.424,-8.01,-5.07,65.6,66.7,132.3,30.0,30.0,30.0,-1.1000000000000085,NA,0.0,2014-15,Kareem Richardson (14-19),2014.0
missouri-kansas-city,WAC,4,10.0,20.0,0.333,-9.0,-1.93,69.5,76.5,146.0,30.0,30.0,30.0,-7.0,NA,0.0,2013-14,Kareem Richardson (10-20),2013.0
missouri-kansas-city,Summit,5,8.0,24.0,0.25,-13.61,-2.74,60.9,70.4,131.3,30.0,30.0,30.0,-9.500000000000007,NA,0.0,2012-13,Matt Brown (8-24),2012.0
missouri-kansas-city,Summit,6,10.0,21.0,0.323,-8.82,-1.75,64.5,71.1,135.6,30.0,30.0,30.0,-6.599999999999994,NA,0.0,2011-12,Matt Brown (10-21),2011.0
missouri-kansas-city,Summit,7,16.0,14.0,0.533,-8.91,-4.46,70.0,73.9,143.9,30.0,30.0,30.0,-3.9000000000000057,NA,0.0,2010-11,Matt Brown (16-14),2010.0
missouri-kansas-city,Summit,8,12.0,18.0,0.4,-13.88,-4.75,66.7,70.2,136.9,30.0,30.0,30.0,-3.5,NA,0.0,2009-10,Matt Brown (12-18),2009.0
missouri-kansas-city,Summit,9,7.0,24.0,0.226,-10.11,-1.25,64.8,73.0,137.8,30.0,30.0,30.0,-8.200000000000003,NA,0.0,2008-09,Matt Brown (7-24),2008.0
missouri-kansas-city,Summit,10,11.0,21.0,0.344,-6.97,-0.37,68.7,74.5,143.2,30.0,30.0,30.0,-5.799999999999997,NA,0.0,2007-08,Matt Brown (11-21),2007.0
missouri-kansas-city,Mid-Cont,11,12.0,20.0,0.375,-6.26,-1.8,71.6,74.9,146.5,30.0,30.0,30.0,-3.3000000000000114,NA,0.0,2006-07,Rich Zvosec (12-20),2006.0
missouri-kansas-city,Mid-Cont,12,14.0,14.0,0.5,-9.52,-4.87,70.5,74.7,145.2,30.0,30.0,30.0,-4.200000000000003,NA,0.0,2005-06,Rich Zvosec (14-14),2005.0
missouri-kansas-city,Mid-Cont,13,16.0,12.0,0.571,-3.35,-2.68,73.6,72.3,145.89999999999998,30.0,30.0,30.0,1.2999999999999972,NA,0.0,2004-05,Rich Zvosec (16-12),2004.0
missouri-kansas-city,Mid-Cont,14,15.0,14.0,0.517,0.07,-3.45,74.0,70.4,144.4,30.0,30.0,30.0,3.5999999999999943,NA,0.0,2003-04,Rich Zvosec (15-14),2003.0
missouri-kansas-city,Mid-Cont,15,9.0,20.0,0.31,-9.72,-2.35,67.9,75.2,143.10000000000002,30.0,30.0,30.0,-7.299999999999997,NA,0.0,2002-03,Rich Zvosec (9-20),2002.0
missouri-kansas-city,Mid-Cont,16,18.0,11.0,0.621,-0.84,-1.8,63.9,61.9,125.8,30.0,30.0,30.0,2.0,NA,0.0,2001-02,Rich Zvosec (18-11),2001.0
missouri-kansas-city,Mid-Cont,17,14.0,16.0,0.467,-1.57,-3.46,63.0,60.5,123.5,30.0,30.0,30.0,2.5,NA,0.0,2000-01,Dean Demopoukos (14-16),2e3
missouri-kansas-city,Mid-Cont,18,16.0,13.0,0.552,-4.23,-5.08,73.3,69.1,142.39999999999998,30.0,30.0,30.0,4.200000000000003,NA,0.0,1999-00,Bob Sundvold (16-13),1999.0
missouri-kansas-city,Mid-Cont,19,8.0,22.0,0.267,-8.48,-2.78,71.0,75.5,146.5,30.0,30.0,30.0,-4.5,NA,0.0,1998-99,Bob Sundvold (8-22),1998.0
missouri-kansas-city,Mid-Cont,20,9.0,18.0,0.333,-11.17,-5.33,68.2,72.7,140.9,30.0,30.0,30.0,-4.5,NA,0.0,1997-98,Bob Sundvold (9-18),1997.0
missouri-kansas-city,Mid-Cont,21,10.0,17.0,0.37,-10.37,-3.25,70.6,75.5,146.1,30.0,30.0,30.0,-4.900000000000006,NA,0.0,1996-97,Bob Sundvold (10-17),1996.0
missouri-kansas-city,Mid-Cont,22,12.0,15.0,0.444,-9.6,-9.0,69.9,70.5,140.4,30.0,30.0,30.0,-0.5999999999999943,NA,0.0,1995-96,Lee Hunt (12-15),1995.0
missouri-kansas-city,Mid-Cont,23,7.0,19.0,0.269,-11.21,-6.21,70.1,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1994-95,Lee Hunt (7-19),1994.0
missouri-kansas-city,Ind,24,12.0,17.0,0.414,-5.53,-1.24,71.6,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1993-94,Lee Hunt (12-17),1993.0
missouri-kansas-city,Ind,25,15.0,12.0,0.556,-1.41,-2.19,79.3,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1992-93,Lee Hunt (15-12),1992.0
missouri-kansas-city,Ind,26,21.0,7.0,0.75,3.09,-4.67,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1991-92,Lee Hunt (21-7),1991.0
missouri-kansas-city,Ind,27,15.0,14.0,0.517,-6.98,-6.22,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1990-91,Lee Hunt (15-14),1990.0
missouri-kansas-city,Ind,28,13.0,15.0,0.464,-3.71,-2.35,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1989-90,Lee Hunt (13-15),1989.0
